Applicant_ID,Income,Debt,EMI_Ratio,Late_Payments,Employment,CreditScore,DTI_Ratio,Risk,LoanStatus
A0416,31794,47785,27,1,Salaried,300,1.5,High,Rejected
A0417,64083,44976,42,0,Salaried,403,0.7,High,Rejected
A0418,39705,57358,14,5,Salaried,300,1.44,High,Rejected
A0419,68212,33601,22,0,SelfEmployed,430,0.49,High,Rejected
A0420,47886,23371,23,1,SelfEmployed,319,0.49,High,Rejected
A0421,77743,2555,57,0,SelfEmployed,555,0.03,High,Rejected
A0422,68291,56844,54,1,Salaried,352,0.83,High,Rejected
A0423,53105,76103,39,0,SelfEmployed,300,1.43,High,Rejected
A0424,33574,34341,46,1,SelfEmployed,300,1.02,High,Rejected
A0425,88527,68942,42,0,SelfEmployed,444,0.78,High,Rejected
A0426,82752,56817,63,0,SelfEmployed,442,0.69,High,Rejected
A0427,51705,50215,49,3,SelfEmployed,300,0.97,High,Rejected
A0428,27424,4135,40,5,Salaried,300,0.15,High,Rejected
A0429,72458,72494,65,3,SelfEmployed,300,1.0,High,Rejected
A0430,58439,70944,54,0,Salaried,300,1.21,High,Rejected
A0431,53772,58435,62,5,SelfEmployed,300,1.09,High,Rejected
A0432,48550,50709,18,5,Salaried,300,1.04,High,Rejected
A0433,92601,10575,28,3,SelfEmployed,471,0.11,High,Rejected
A0434,97307,75450,50,2,SelfEmployed,395,0.78,High,Rejected
A0435,21541,24561,40,2,SelfEmployed,300,1.14,High,Rejected
A0436,39741,32227,35,4,Salaried,300,0.81,High,Rejected
A0437,52230,41132,36,3,SelfEmployed,300,0.79,High,Rejected
A0438,81408,65182,56,2,SelfEmployed,334,0.8,High,Rejected
A0439,79910,47805,18,2,Salaried,400,0.6,High,Rejected
A0440,40981,77559,18,2,SelfEmployed,300,1.89,High,Rejected
A0441,96193,63660,12,3,Salaried,404,0.66,High,Rejected
A0442,20209,7325,23,4,Salaried,300,0.36,High,Rejected
A0443,31934,18363,12,2,Salaried,300,0.58,High,Rejected
A0444,87351,32832,32,4,SelfEmployed,360,0.38,High,Rejected
A0445,25739,2417,15,0,SelfEmployed,361,0.09,High,Rejected
A0446,43848,67915,52,5,SelfEmployed,300,1.55,High,Rejected
A0447,74986,75208,44,1,Salaried,341,1.0,High,Rejected
A0448,99373,19675,27,3,Salaried,508,0.2,High,Rejected
A0449,29188,17739,39,2,SelfEmployed,300,0.61,High,Rejected
A0450,37257,44648,27,0,SelfEmployed,300,1.2,High,Rejected
A0451,36232,6523,53,3,SelfEmployed,300,0.18,High,Rejected
A0452,64695,67340,40,1,Salaried,300,1.04,High,Rejected
A0453,68034,31406,22,2,SelfEmployed,355,0.46,High,Rejected
A0454,47352,24803,51,4,SelfEmployed,300,0.52,High,Rejected
A0455,75724,54056,15,1,Salaried,402,0.71,High,Rejected
A0456,85639,71910,62,5,Salaried,300,0.84,High,Rejected
A0457,71166,2873,24,1,Salaried,521,0.04,High,Rejected
A0458,66023,68507,68,0,SelfEmployed,313,1.04,High,Rejected
A0459,52167,57884,12,0,Salaried,300,1.11,High,Rejected
A0460,81348,32733,35,5,SelfEmployed,300,0.4,High,Rejected
A0461,79597,11569,50,2,Salaried,489,0.15,High,Rejected
A0462,95626,7275,60,5,Salaried,439,0.08,High,Rejected
A0463,74289,63196,35,2,Salaried,329,0.85,High,Rejected
A0464,22449,1295,23,4,SelfEmployed,300,0.06,High,Rejected
A0465,40402,36375,54,0,SelfEmployed,300,0.9,High,Rejected
A0466,34209,19835,21,3,Salaried,300,0.58,High,Rejected
A0467,70958,6489,44,0,Salaried,550,0.09,High,Rejected
A0468,96826,75050,44,1,SelfEmployed,433,0.78,High,Rejected
A0469,85066,61806,15,4,Salaried,312,0.73,High,Rejected
A0470,84657,72280,50,0,SelfEmployed,415,0.85,High,Rejected
A0471,43212,59686,62,0,SelfEmployed,300,1.38,High,Rejected
A0472,46586,29918,20,0,Salaried,354,0.64,High,Rejected
A0473,35311,61572,44,5,Salaried,300,1.74,High,Rejected
A0474,96355,13111,62,3,Salaried,510,0.14,High,Rejected
A0475,33485,73673,29,5,Salaried,300,2.2,High,Rejected
A0476,60344,31746,42,0,Salaried,425,0.53,High,Rejected
A0477,96688,55854,28,3,Salaried,422,0.58,High,Rejected
A0478,88064,56404,49,0,SelfEmployed,470,0.64,High,Rejected
A0479,86871,73153,37,2,Salaried,375,0.84,High,Rejected
A0480,72312,78907,10,4,SelfEmployed,300,1.09,High,Rejected
A0481,33455,38606,63,1,Salaried,300,1.15,High,Rejected
A0482,86640,9828,68,5,Salaried,400,0.11,High,Rejected
A0483,47045,77338,34,3,SelfEmployed,300,1.64,High,Rejected
A0484,91594,46213,24,3,Salaried,419,0.5,High,Rejected
A0485,97747,5713,49,2,SelfEmployed,540,0.06,High,Rejected
A0486,61081,34130,63,4,Salaried,300,0.56,High,Rejected
A0487,64981,32653,50,2,SelfEmployed,336,0.5,High,Rejected
A0488,93812,2278,70,2,Salaried,563,0.02,High,Rejected
A0489,75021,17693,50,4,Salaried,375,0.24,High,Rejected
A0490,63196,10883,25,3,SelfEmployed,356,0.17,High,Rejected
A0491,33582,69361,27,0,SelfEmployed,300,2.07,High,Rejected
A0492,21772,2145,44,0,Salaried,376,0.1,High,Rejected
A0493,32029,53132,40,0,Salaried,300,1.66,High,Rejected
A0494,91332,40967,57,3,Salaried,429,0.45,High,Rejected
A0495,72597,47749,27,1,Salaried,402,0.66,High,Rejected
A0496,40151,71364,34,2,SelfEmployed,300,1.78,High,Rejected
A0497,63571,19920,43,4,Salaried,319,0.31,High,Rejected
A0498,73475,63899,61,0,Salaried,403,0.87,High,Rejected
A0499,57726,5446,30,5,SelfEmployed,300,0.09,High,Rejected
A0500,44839,35201,33,3,Salaried,300,0.79,High,Rejected
A0501,38264,23998,26,4,SelfEmployed,300,0.63,High,Rejected
A0502,48392,70405,49,4,Salaried,300,1.45,High,Rejected
A0503,55969,34211,23,5,Salaried,300,0.61,High,Rejected
A0504,96015,51688,21,2,Salaried,468,0.54,High,Rejected
A0505,78305,1967,70,5,SelfEmployed,359,0.03,High,Rejected
A0506,50657,58917,56,3,SelfEmployed,300,1.16,High,Rejected
A0507,25817,37278,44,1,Salaried,300,1.44,High,Rejected
A0508,99926,13286,39,5,SelfEmployed,413,0.13,High,Rejected
A0509,34658,58391,53,3,Salaried,300,1.68,High,Rejected
A0510,51476,54431,37,1,Salaried,300,1.06,High,Rejected
A0511,42550,28301,52,3,SelfEmployed,300,0.67,High,Rejected
A0512,27054,51443,53,5,SelfEmployed,300,1.9,High,Rejected
A0513,55294,70040,36,5,Salaried,300,1.27,High,Rejected
A0514,23363,12682,60,4,Salaried,300,0.54,High,Rejected
A0515,42190,42586,47,3,Salaried,300,1.01,High,Rejected
A0516,59312,8377,27,5,SelfEmployed,300,0.14,High,Rejected
A0517,97373,49625,28,3,SelfEmployed,408,0.51,High,Rejected
A0518,85482,30867,33,1,Salaried,506,0.36,High,Rejected
A0519,57895,5704,26,2,Salaried,422,0.1,High,Rejected
A0520,49045,7021,25,3,SelfEmployed,313,0.14,High,Rejected
A0521,26342,22090,26,0,SelfEmployed,300,0.84,High,Rejected
A0522,66141,79665,12,1,Salaried,300,1.2,High,Rejected
A0523,54030,62894,67,5,SelfEmployed,300,1.16,High,Rejected
A0524,34349,66009,51,0,SelfEmployed,300,1.92,High,Rejected
A0525,84990,79553,21,5,Salaried,300,0.94,High,Rejected
A0526,94491,54883,19,0,SelfEmployed,504,0.58,High,Rejected
A0527,29634,75139,25,1,Salaried,300,2.54,High,Rejected
A0528,49321,22849,25,2,Salaried,319,0.46,High,Rejected
A0529,24427,20960,12,4,SelfEmployed,300,0.86,High,Rejected
A0530,95472,48967,36,0,Salaried,551,0.51,High,Rejected
A0531,68574,26910,34,4,Salaried,321,0.39,High,Rejected
A0532,82149,9111,19,1,Salaried,545,0.11,High,Rejected
A0533,33724,55995,35,5,SelfEmployed,300,1.66,High,Rejected
A0534,65995,53435,58,0,SelfEmployed,359,0.81,High,Rejected
A0535,42132,57108,67,1,Salaried,300,1.36,High,Rejected
A0536,22776,65642,34,1,SelfEmployed,300,2.88,High,Rejected
A0537,36498,54253,48,0,Salaried,300,1.49,High,Rejected
A0538,81605,50746,22,2,Salaried,401,0.62,High,Rejected
A0539,46784,15620,26,3,SelfEmployed,300,0.33,High,Rejected
A0540,32653,16410,33,4,Salaried,300,0.5,High,Rejected
A0541,32711,75208,23,5,Salaried,300,2.3,High,Rejected
A0542,37393,19702,30,5,Salaried,300,0.53,High,Rejected
A0543,86542,36463,36,5,Salaried,338,0.42,High,Rejected
A0544,42649,74174,14,2,Salaried,300,1.74,High,Rejected
A0545,22368,61543,12,3,Salaried,300,2.75,High,Rejected
A0546,64769,75474,24,2,Salaried,300,1.17,High,Rejected
A0547,52695,51441,11,0,SelfEmployed,300,0.98,High,Rejected
A0548,62565,73879,62,2,SelfEmployed,300,1.18,High,Rejected
A0549,31247,35041,33,4,Salaried,300,1.12,High,Rejected
A0550,21096,36941,15,4,SelfEmployed,300,1.75,High,Rejected
A0551,68133,68113,13,3,Salaried,300,1.0,High,Rejected
A0552,34174,66404,23,5,Salaried,300,1.94,High,Rejected
A0553,43195,22771,15,1,SelfEmployed,300,0.53,High,Rejected
A0554,65198,73646,22,1,Salaried,300,1.13,High,Rejected
A0555,46391,1105,42,4,SelfEmployed,300,0.02,High,Rejected
A0556,82764,16049,50,0,Salaried,570,0.19,High,Rejected
A0557,97081,13603,11,4,SelfEmployed,441,0.14,High,Rejected
A0558,49548,54680,41,4,Salaried,300,1.1,High,Rejected
A0559,84265,41385,54,0,Salaried,516,0.49,High,Rejected
A0560,58459,73568,35,4,Salaried,300,1.26,High,Rejected
A0561,81800,11511,35,0,SelfEmployed,548,0.14,High,Rejected
A0562,36370,66033,37,4,Salaried,300,1.82,High,Rejected
A0563,49487,39829,49,2,Salaried,300,0.8,High,Rejected
A0564,26219,54452,11,3,Salaried,300,2.08,High,Rejected
A0565,31346,65003,11,2,SelfEmployed,300,2.07,High,Rejected
A0566,23616,42537,24,3,SelfEmployed,300,1.8,High,Rejected
A0567,77299,13754,22,5,Salaried,354,0.18,High,Rejected
A0568,36257,59837,24,3,Salaried,300,1.65,High,Rejected
A0569,92780,18043,22,5,Salaried,405,0.19,High,Rejected
A0570,48394,18494,26,2,Salaried,332,0.38,High,Rejected
A0571,94629,41089,21,2,Salaried,484,0.43,High,Rejected
A0572,72731,78725,53,2,Salaried,300,1.08,High,Rejected
A0573,28857,29423,27,0,SelfEmployed,300,1.02,High,Rejected
A0574,52021,24154,64,5,SelfEmployed,300,0.46,High,Rejected
A0575,93745,20642,16,4,SelfEmployed,414,0.22,High,Rejected
A0576,60918,52067,60,1,Salaried,322,0.85,High,Rejected
A0577,38994,19476,37,0,Salaried,356,0.5,High,Rejected
A0578,90408,55364,54,2,Salaried,433,0.61,High,Rejected
A0579,67624,49973,26,2,Salaried,328,0.74,High,Rejected
A0580,88198,73183,31,1,Salaried,422,0.83,High,Rejected
A0581,22259,39945,26,4,SelfEmployed,300,1.79,High,Rejected
A0582,83574,12983,23,2,Salaried,501,0.16,High,Rejected
A0583,33343,52459,44,5,Salaried,300,1.57,High,Rejected
A0584,97123,42874,57,1,SelfEmployed,501,0.44,High,Rejected
A0585,84232,36261,61,4,Salaried,368,0.43,High,Rejected
A0586,91816,35038,14,4,Salaried,405,0.38,High,Rejected
A0587,75488,18359,24,4,Salaried,375,0.24,High,Rejected
A0588,64575,71088,37,5,SelfEmployed,300,1.1,High,Rejected
A0589,44629,72546,19,5,Salaried,300,1.63,High,Rejected
A0590,87171,7592,67,3,Salaried,487,0.09,High,Rejected
A0591,24376,66690,16,0,SelfEmployed,300,2.74,High,Rejected
A0592,92033,64914,64,2,Salaried,421,0.71,High,Rejected
A0593,27066,73929,34,4,SelfEmployed,300,2.73,High,Rejected
A0594,62343,9948,21,3,Salaried,386,0.16,High,Rejected
A0595,73683,782,40,3,Salaried,455,0.01,High,Rejected
A0596,39995,79750,24,3,Salaried,300,1.99,High,Rejected
A0597,47296,61248,48,0,SelfEmployed,300,1.29,High,Rejected
A0598,96779,62305,51,2,SelfEmployed,419,0.64,High,Rejected
A0599,45776,1354,17,3,SelfEmployed,324,0.03,High,Rejected
A0600,64385,41025,22,5,SelfEmployed,300,0.64,High,Rejected
A0601,85241,23896,64,0,SelfEmployed,532,0.28,High,Rejected
A0602,44769,70746,65,5,Salaried,300,1.58,High,Rejected
A0603,99893,61177,18,4,Salaried,387,0.61,High,Rejected
A0604,96896,47076,35,3,Salaried,441,0.49,High,Rejected
A0605,46652,24210,60,0,Salaried,379,0.52,High,Rejected
A0606,48107,73030,21,0,SelfEmployed,300,1.52,High,Rejected
A0607,36241,50701,16,3,SelfEmployed,300,1.4,High,Rejected
A0608,62784,49708,12,0,SelfEmployed,351,0.79,High,Rejected
A0609,84212,32455,52,2,Salaried,457,0.39,High,Rejected
A0610,84987,20631,40,4,SelfEmployed,378,0.24,High,Rejected
A0611,20259,17826,41,0,SelfEmployed,300,0.88,High,Rejected
A0612,21851,46193,33,0,SelfEmployed,300,2.11,High,Rejected
A0613,30412,49738,68,2,SelfEmployed,300,1.64,High,Rejected
A0614,34586,65808,67,1,SelfEmployed,300,1.9,High,Rejected
A0615,20501,39174,13,2,SelfEmployed,300,1.91,High,Rejected
A0616,67076,45782,65,4,Salaried,300,0.68,High,Rejected
A0617,42471,21503,34,4,SelfEmployed,300,0.51,High,Rejected
A0618,23014,55695,21,3,SelfEmployed,300,2.42,High,Rejected
A0619,41997,7738,69,0,SelfEmployed,400,0.18,High,Rejected
A0620,50636,18464,17,0,SelfEmployed,394,0.36,High,Rejected
A0621,61934,27164,26,0,Salaried,449,0.44,High,Rejected
A0622,99777,60709,58,2,SelfEmployed,437,0.61,High,Rejected
A0623,32725,3243,19,0,SelfEmployed,384,0.1,High,Rejected
A0624,90675,76553,68,1,SelfEmployed,398,0.84,High,Rejected
A0625,97416,42419,56,5,SelfEmployed,343,0.44,High,Rejected
A0626,93863,50395,59,0,SelfEmployed,511,0.54,High,Rejected
A0627,24287,17269,17,4,Salaried,300,0.71,High,Rejected
A0628,58006,77264,33,4,SelfEmployed,300,1.33,High,Rejected
A0629,92541,66017,55,0,Salaried,501,0.71,High,Rejected
A0630,81622,7600,67,4,SelfEmployed,397,0.09,High,Rejected
A0631,62307,9340,12,0,SelfEmployed,478,0.15,High,Rejected
A0632,73655,15448,58,0,SelfEmployed,505,0.21,High,Rejected
A0633,26492,79775,47,5,SelfEmployed,300,3.01,High,Rejected
A0634,76168,29235,57,5,SelfEmployed,300,0.38,High,Rejected
A0635,66142,10849,43,2,Salaried,438,0.16,High,Rejected
A0636,79590,38176,10,1,SelfEmployed,432,0.48,High,Rejected
A0637,59107,67783,59,5,Salaried,300,1.15,High,Rejected
A0638,86719,20117,10,4,SelfEmployed,387,0.23,High,Rejected
A0639,93329,32146,37,1,Salaried,537,0.34,High,Rejected
A0640,23044,12644,37,4,SelfEmployed,300,0.55,High,Rejected
A0641,76776,52147,10,1,SelfEmployed,382,0.68,High,Rejected
A0642,88255,36267,30,3,SelfEmployed,396,0.41,High,Rejected
A0643,92954,18314,52,4,Salaried,445,0.2,High,Rejected
A0644,42175,27322,17,3,SelfEmployed,300,0.65,High,Rejected
A0645,63340,64622,39,3,SelfEmployed,300,1.02,High,Rejected
A0646,55111,38561,47,5,Salaried,300,0.7,High,Rejected
A0647,38698,47060,41,1,SelfEmployed,300,1.22,High,Rejected
A0648,84801,72616,29,1,Salaried,405,0.86,High,Rejected
A0649,48032,77923,49,1,Salaried,300,1.62,High,Rejected
A0650,60910,16812,29,2,SelfEmployed,367,0.28,High,Rejected
A0651,66174,69894,43,0,Salaried,340,1.06,High,Rejected
A0652,37075,70046,22,1,Salaried,300,1.89,High,Rejected
A0653,37206,53473,48,1,Salaried,300,1.44,High,Rejected
A0654,34049,74506,46,0,Salaried,300,2.19,High,Rejected
A0655,51932,50937,12,0,SelfEmployed,300,0.98,High,Rejected
A0656,56063,40040,65,4,Salaried,300,0.71,High,Rejected
A0657,85587,57849,54,4,SelfEmployed,300,0.68,High,Rejected
A0658,44966,70602,38,0,Salaried,300,1.57,High,Rejected
A0659,31714,74016,25,3,Salaried,300,2.33,High,Rejected
A0660,70453,4404,19,4,SelfEmployed,364,0.06,High,Rejected
A0661,99074,56410,14,0,Salaried,552,0.57,High,Rejected
A0662,72035,5,16,5,SelfEmployed,342,0.0,High,Rejected
A0663,81706,34,63,3,SelfEmployed,455,0.0,High,Rejected
A0664,87903,68383,29,5,SelfEmployed,300,0.78,High,Rejected
A0665,37292,76066,24,5,Salaried,300,2.04,High,Rejected
A0666,64164,78471,34,4,Salaried,300,1.22,High,Rejected
A0667,41270,3774,24,3,SelfEmployed,300,0.09,High,Rejected
A0668,76329,57814,39,5,Salaried,300,0.76,High,Rejected
A0669,48925,78600,18,5,Salaried,300,1.61,High,Rejected
A0670,62025,41890,58,2,Salaried,322,0.68,High,Rejected
A0671,41991,22824,47,2,Salaried,300,0.54,High,Rejected
A0672,50707,30284,10,2,Salaried,300,0.6,High,Rejected
A0673,20032,48903,53,2,Salaried,300,2.44,High,Rejected
A0674,58623,27599,26,1,SelfEmployed,361,0.47,High,Rejected
A0675,71280,66082,68,2,SelfEmployed,300,0.93,High,Rejected
A0676,99805,6354,70,0,SelfEmployed,626,0.06,Medium,Approved
A0677,54679,44925,17,2,SelfEmployed,300,0.82,High,Rejected
A0678,56421,72056,37,2,SelfEmployed,300,1.28,High,Rejected
A0679,48670,21228,60,1,Salaried,363,0.44,High,Rejected
A0680,34928,28992,39,3,Salaried,300,0.83,High,Rejected
A0681,24066,72905,12,3,Salaried,300,3.03,High,Rejected
A0682,93243,41389,68,1,Salaried,517,0.44,High,Rejected
A0683,38524,38859,44,1,SelfEmployed,300,1.01,High,Rejected
A0684,59637,30274,70,3,SelfEmployed,300,0.51,High,Rejected
A0685,66055,36054,41,1,SelfEmployed,372,0.55,High,Rejected
A0686,36699,42767,40,1,SelfEmployed,300,1.17,High,Rejected
A0687,90424,78356,24,5,Salaried,300,0.87,High,Rejected
A0688,58051,66305,52,4,Salaried,300,1.14,High,Rejected
A0689,75217,55512,48,0,Salaried,435,0.74,High,Rejected
A0690,52883,15573,60,2,Salaried,366,0.29,High,Rejected
A0691,47136,62627,15,4,Salaried,300,1.33,High,Rejected
A0692,80571,19785,66,3,Salaried,432,0.25,High,Rejected
A0693,21262,74304,35,0,Salaried,300,3.49,High,Rejected
A0694,69806,16134,28,2,SelfEmployed,408,0.23,High,Rejected
A0695,70146,24819,13,2,Salaried,414,0.35,High,Rejected
A0696,37150,14307,58,2,SelfEmployed,300,0.39,High,Rejected
A0697,37949,49209,12,4,SelfEmployed,300,1.3,High,Rejected
A0698,41329,75680,50,3,SelfEmployed,300,1.83,High,Rejected
A0699,61725,28954,70,5,SelfEmployed,300,0.47,High,Rejected
A0700,99391,27311,41,3,SelfEmployed,462,0.27,High,Rejected
A0701,48367,19259,45,0,Salaried,409,0.4,High,Rejected
A0702,20759,8365,43,2,Salaried,300,0.4,High,Rejected
A0703,85049,79388,18,2,Salaried,350,0.93,High,Rejected
A0704,45399,38061,17,3,Salaried,300,0.84,High,Rejected
A0705,90623,76435,55,4,Salaried,308,0.84,High,Rejected
A0706,74265,58635,47,1,SelfEmployed,352,0.79,High,Rejected
A0707,70710,68551,66,4,SelfEmployed,300,0.97,High,Rejected
A0708,77223,44666,61,2,Salaried,394,0.58,High,Rejected
A0709,37244,53629,54,1,SelfEmployed,300,1.44,High,Rejected
A0710,69794,24976,51,5,SelfEmployed,300,0.36,High,Rejected
A0711,55424,78757,44,2,Salaried,300,1.42,High,Rejected
A0712,47385,61973,17,5,Salaried,300,1.31,High,Rejected
A0713,64825,25830,31,5,Salaried,300,0.4,High,Rejected
A0714,90210,5160,17,0,SelfEmployed,594,0.06,High,Rejected
A0715,26103,53571,50,2,Salaried,300,2.05,High,Rejected
A0716,61838,64385,49,5,Salaried,300,1.04,High,Rejected
A0717,44442,8699,60,4,Salaried,300,0.2,High,Rejected
A0718,76340,70009,40,4,SelfEmployed,300,0.92,High,Rejected
A0719,31599,28460,25,5,SelfEmployed,300,0.9,High,Rejected
A0720,89935,57557,13,0,SelfEmployed,476,0.64,High,Rejected
A0721,56653,65966,46,5,Salaried,300,1.16,High,Rejected
A0722,61102,66181,39,3,SelfEmployed,300,1.08,High,Rejected
A0723,94247,30074,24,5,SelfEmployed,356,0.32,High,Rejected
A0724,75887,49378,57,2,Salaried,375,0.65,High,Rejected
A0725,41633,17681,13,0,Salaried,380,0.42,High,Rejected
A0726,63330,4129,65,5,SelfEmployed,300,0.07,High,Rejected
A0727,71462,350,55,4,SelfEmployed,379,0.0,High,Rejected
A0728,94889,32919,34,5,SelfEmployed,352,0.35,High,Rejected
A0729,87053,6668,34,3,SelfEmployed,459,0.08,High,Rejected
A0730,94516,6083,67,1,Salaried,597,0.06,High,Rejected
A0731,94724,72641,35,2,SelfEmployed,388,0.77,High,Rejected
A0732,82679,24969,38,0,Salaried,548,0.3,High,Rejected
A0733,47050,9609,69,3,SelfEmployed,300,0.2,High,Rejected
A0734,48145,23536,14,2,Salaried,310,0.49,High,Rejected
A0735,48978,25528,50,3,SelfEmployed,300,0.52,High,Rejected
A0736,54237,5803,20,2,Salaried,408,0.11,High,Rejected
A0737,55704,8939,34,3,SelfEmployed,332,0.16,High,Rejected
A0738,49910,54470,61,0,Salaried,300,1.09,High,Rejected
A0739,84984,8198,15,0,Salaried,598,0.1,High,Rejected
A0740,80736,66302,23,1,SelfEmployed,368,0.82,High,Rejected
A0741,92711,4487,60,2,SelfEmployed,524,0.05,High,Rejected
A0742,35361,6179,32,2,Salaried,328,0.17,High,Rejected
A0743,72239,19707,31,1,SelfEmployed,448,0.27,High,Rejected
A0744,40759,43031,41,2,SelfEmployed,300,1.06,High,Rejected
A0745,66112,82,11,0,SelfEmployed,521,0.0,High,Rejected
A0746,98399,73086,14,0,Salaried,515,0.74,High,Rejected
A0747,50372,61623,36,0,SelfEmployed,300,1.22,High,Rejected
A0748,72759,11166,68,2,Salaried,463,0.15,High,Rejected
A0749,20316,36852,10,3,SelfEmployed,300,1.81,High,Rejected
A0750,70171,63507,59,1,SelfEmployed,314,0.91,High,Rejected
A0751,88283,67642,49,2,Salaried,395,0.77,High,Rejected
A0752,64597,5712,23,0,SelfEmployed,498,0.09,High,Rejected
A0753,71041,34999,48,4,Salaried,310,0.49,High,Rejected
A0754,29550,6215,16,2,Salaried,301,0.21,High,Rejected
A0755,72610,36462,58,5,Salaried,300,0.5,High,Rejected
A0756,66925,22232,46,1,Salaried,447,0.33,High,Rejected
A0757,23077,16280,40,2,SelfEmployed,300,0.71,High,Rejected
A0758,33763,62465,25,2,Salaried,300,1.85,High,Rejected
A0759,49301,28620,16,2,Salaried,300,0.58,High,Rejected
A0760,86892,10696,25,2,Salaried,519,0.12,High,Rejected
A0761,48403,2459,49,2,SelfEmployed,369,0.05,High,Rejected
A0762,23108,30940,37,1,Salaried,300,1.34,High,Rejected
A0763,20512,69491,45,5,Salaried,300,3.39,High,Rejected
A0764,44129,55310,57,4,SelfEmployed,300,1.25,High,Rejected
A0765,85934,16925,68,3,SelfEmployed,431,0.2,High,Rejected
A0766,43265,23019,13,3,SelfEmployed,300,0.53,High,Rejected
A0767,31745,39158,23,0,SelfEmployed,300,1.23,High,Rejected
A0768,94958,3974,50,1,Salaried,603,0.04,High,Rejected
A0769,77014,14186,22,3,Salaried,432,0.18,High,Rejected
A0770,30895,79615,52,0,SelfEmployed,300,2.58,High,Rejected
A0771,24231,19635,52,3,SelfEmployed,300,0.81,High,Rejected
A0772,30591,21149,40,4,SelfEmployed,300,0.69,High,Rejected
A0773,32374,37093,22,4,SelfEmployed,300,1.15,High,Rejected
A0774,25191,16990,18,3,Salaried,300,0.67,High,Rejected
A0775,35439,65109,69,0,Salaried,300,1.84,High,Rejected
A0776,40104,170,25,4,SelfEmployed,300,0.0,High,Rejected
A0777,65025,71288,24,3,Salaried,300,1.1,High,Rejected
A0778,32008,44004,41,3,SelfEmployed,300,1.37,High,Rejected
A0779,50320,11456,17,3,Salaried,330,0.23,High,Rejected
A0780,43807,56249,53,2,SelfEmployed,300,1.28,High,Rejected
A0781,39823,73306,22,5,SelfEmployed,300,1.84,High,Rejected
A0782,67974,63447,34,0,SelfEmployed,341,0.93,High,Rejected
A0783,41483,7159,26,3,SelfEmployed,300,0.17,High,Rejected
A0784,67084,77423,26,2,Salaried,300,1.15,High,Rejected
A0785,74445,33260,27,4,Salaried,331,0.45,High,Rejected
A0786,67501,7009,15,2,SelfEmployed,425,0.1,High,Rejected
A0787,95069,22050,48,4,Salaried,446,0.23,High,Rejected
A0788,78933,26378,27,2,SelfEmployed,419,0.33,High,Rejected
A0789,56006,4290,50,0,SelfEmployed,470,0.08,High,Rejected
A0790,35359,30080,61,5,SelfEmployed,300,0.85,High,Rejected
A0791,51841,40925,21,2,Salaried,300,0.79,High,Rejected
A0792,93088,77112,66,3,Salaried,360,0.83,High,Rejected
A0793,48024,41510,66,3,Salaried,300,0.86,High,Rejected
A0794,93964,46328,50,1,Salaried,510,0.49,High,Rejected
A0795,89541,39298,33,1,SelfEmployed,475,0.44,High,Rejected
A0796,43248,2177,55,3,Salaried,341,0.05,High,Rejected
A0797,85438,45622,37,0,Salaried,512,0.53,High,Rejected
A0798,57831,74125,47,1,Salaried,300,1.28,High,Rejected
A0799,45054,69496,69,5,Salaried,300,1.54,High,Rejected
A0800,90797,10077,60,2,Salaried,535,0.11,High,Rejected
A0801,38251,65888,65,3,SelfEmployed,300,1.72,High,Rejected
A0802,21237,77891,56,2,SelfEmployed,300,3.67,High,Rejected
A0803,47717,50488,42,5,Salaried,300,1.06,High,Rejected
A0804,69201,27205,38,5,Salaried,300,0.39,High,Rejected
A0805,76381,17037,52,5,SelfEmployed,312,0.22,High,Rejected
A0806,65533,40966,62,1,Salaried,384,0.63,High,Rejected
A0807,64413,68812,62,3,Salaried,300,1.07,High,Rejected
A0808,37729,8336,13,0,SelfEmployed,377,0.22,High,Rejected
A0809,24733,71899,30,4,SelfEmployed,300,2.91,High,Rejected
A0810,32371,40486,54,3,SelfEmployed,300,1.25,High,Rejected
A0811,97270,40550,46,5,SelfEmployed,347,0.42,High,Rejected
A0812,45857,19932,51,2,Salaried,313,0.43,High,Rejected
A0813,20367,36802,19,2,SelfEmployed,300,1.81,High,Rejected
A0814,79761,52280,65,5,Salaried,300,0.66,High,Rejected
A0815,47130,37901,38,0,Salaried,324,0.8,High,Rejected
A0816,72902,73664,26,4,Salaried,300,1.01,High,Rejected
A0817,86196,66615,46,0,SelfEmployed,437,0.77,High,Rejected
A0818,69782,56070,20,1,SelfEmployed,333,0.8,High,Rejected
A0819,56793,43542,33,4,SelfEmployed,300,0.77,High,Rejected
A0820,88710,3999,54,1,SelfEmployed,551,0.05,High,Rejected
A0821,80246,38613,64,3,Salaried,384,0.48,High,Rejected
A0822,44040,2558,16,5,SelfEmployed,300,0.06,High,Rejected
A0823,85208,47747,15,2,Salaried,426,0.56,High,Rejected
A0824,42041,36986,18,0,SelfEmployed,300,0.88,High,Rejected
A0825,74704,38584,61,2,SelfEmployed,368,0.52,High,Rejected
A0826,71266,10840,25,1,SelfEmployed,469,0.15,High,Rejected
A0827,87929,26584,59,1,SelfEmployed,497,0.3,High,Rejected
A0828,81010,5172,49,5,Salaried,390,0.06,High,Rejected
A0829,53413,1557,43,1,Salaried,461,0.03,High,Rejected
A0830,68582,53248,54,4,SelfEmployed,300,0.78,High,Rejected
A0831,99654,47348,16,5,SelfEmployed,343,0.48,High,Rejected
